NAME,variable,Character
PeachMint,IQ,RECON
GunningGuru,IQ,RECON
WillyKat-,IQ,RECON
Bruh_Nate_,IQ,RECON
II VxGETA II,GRIDLOCK,SUPPORT
Justinmillares,GRIDLOCK,SUPPORT
Agente_Bonder,GRIDLOCK,SUPPORT
wakemann77,GRIDLOCK,SUPPORT
Praughdigy,BLACKBEARD,SUPPORT
Killa_BiIlz,BLACKBEARD,SUPPORT
byALEX05,BLACKBEARD,SUPPORT
Mapama_,BLACKBEARD,SUPPORT
TestierGraph,BLACKBEARD,SUPPORT
Philias.,BLACKBEARD,SUPPORT
Desmer.,MONTAGNE,RECON
ShadowReach8837,MONTAGNE,RECON
Montagne_R6s_,MONTAGNE,RECON
MRcredo7,MONTAGNE,RECON
Sinful Clash,MONTAGNE,RECON
ii30RY,FUZE,ENGINEER
SOG GUMBALL,FUZE,ENGINEER
kill_th-Devil,FUZE,ENGINEER
sealsniper001,FUZE,ENGINEER
SIR GQSMOOVE,FUZE,ENGINEER
POKRAK_77,FUZE,ENGINEER
TAC0V1K1NG,FUZE,ENGINEER
TiM-_-CliO,FUZE,ENGINEER
Mickellini,FUZE,ENGINEER
faff_6500,FUZE,ENGINEER
Flip Albatroz7,FUZE,ENGINEER
heIpsy,FUZE,ENGINEER
attila penge,FUZE,ENGINEER
Noobasina,FUZE,ENGINEER
turko119,FUZE,ENGINEER
VillainInBlue,FUZE,ENGINEER
Agente_Bonder,FUZE,ENGINEER
X Goblin7,FUZE,ENGINEER
SantaKJIAYC,FUZE,ENGINEER
ICONA POP 420,FUZE,ENGINEER
pasucu68,FUZE,ENGINEER
Maximum.Hits,FUZE,ENGINEER
wakemann77,FUZE,ENGINEER
TheMechanic911,FUZE,ENGINEER
MTO-Terminator,FUZE,ENGINEER
SpookyKoolaidz,GLAZ,RECON
MR BUNGLE 1991,GLAZ,RECON
AquaMocha805249,GLAZ,RECON
F-Y-Y-F-F,GLAZ,RECON
PIMMELPOLIZEI,GLAZ,RECON
QKapwn,GLAZ,RECON
ReesesAreGoodOMG,FBI SWAT,ASSAULT
USAVICH_GAMETIME,FBI SWAT,ASSAULT
ccdoc7556,CASTLE,ASSAULT
Arikaras72,CASTLE,ASSAULT
InternaIPrimates,CASTLE,ASSAULT
tyswagger100,CASTLE,ASSAULT
ICONA POP 420,ORYX,SUPPORT
kill_th-Devil,CLASH,RECON
TestierGraph,CLASH,RECON
Sinful Clash,CLASH,RECON
berbthechick,WARDEN,RECON
l-Zul_Qarnayn-l,ECHO,ASSAULT
tora0509,ECHO,ASSAULT
DeleteShift,ECHO,ASSAULT
Mlctlan,ECHO,ASSAULT
GOWPIE,NOMAD,ASSAULT
JohnThysen,KALI,ENGINEER
John_W1cK_,AMARU,ASSAULT
Qoaa KiX,AMARU,ASSAULT
Flip Albatroz7,TACHANKA,ASSAULT
heIpsy,CAPITÃO,ASSAULT
DeleteShift,CAPITÃO,ASSAULT
pNd.,CAPITÃO,ASSAULT
MajesticLW,MAVERICK,ASSAULT
DonzokoNoRyu,ALIBI,RECON
Alderon_,DOKKAEBI,RECON
Misimoi,THUNDERBIRD,SUPPORT
Fenosrov,MOZZIE,RECON
DonzokoNoRyu,MOZZIE,RECON
RepIjcator,IANA,RECON
itsWobble,MELUSI,RECON
kakkymedtech,MAESTRO,RECON
Apple.26,MAESTRO,RECON
