,name,ASSAULT,RECON,SUPPORT,ENGINEER,Kills,Matches_Won,Deaths,Assists,K/D,Game,LÚCIO,WIDOWMAKER,ZENYATTA,ECHO,SOJOURN,MAUGA,MEI,ZARYA,BRIGITTE,HANZO,REAPER,ORISA,ILLARI,LIFEWEAVER,SYMMETRA,KIRIKO,PHARAH,RAMATTRA,D.VA,CASSIDY,ASHE,SIGMA,MERCY,TORBJÖRN,WRECKING BALL,REINHARDT,GENJI,SOMBRA,ROADHOG,MOIRA,TRACER,WINSTON,BAPTISTE,DOOMFIST,SOLDIER: 76,JUNKRAT,BASTION,JUNKER QUEEN,ANA,Headshots,WLRatio,Revives,BANGALORE,LOBA,LIFELINE,PATHFINDER,BLOODHOUND,HORIZON,MAD MAGGIE,FUSE,RAMPART,WATTSON,BALLISTIC,SEER,CAUSTIC,VANTAGE,CRYPTO,NEWCASTLE,GIBRALTAR,CATALYST,CONDUIT,REVENANT,VALKYRIE,MIRAGE,OCTANE,ASH,WRAITH,TWITCH,ROOK,BLITZ,JÄGER,THERMITE,SLEDGE,BANDIT,CAVEIRA,LESION,SMOKE,BUCK,VIGIL,GSG 9,ELA,MUTE,FROST,DOC,HIBANA,KAPKAN,THATCHER,ACE,PULSE,FINKA,JACKAL,MIRA,SAS,ZOFIA,IQ,GRIDLOCK,BLACKBEARD,MONTAGNE,FUZE,GLAZ,FBI SWAT,CASTLE,ORYX,CLASH,WARDEN,NOMAD,KALI,AMARU,TACHANKA,CAPITÃO,MAVERICK,ALIBI,DOKKAEBI,THUNDERBIRD,MOZZIE,IANA,MELUSI,LION,MAESTRO,Mackay,Zain,Blasco,Lis,Irish,Paik,Falck,Sundance,Crawford,Angel,Boris,Dozer,Casper,Rao
639,Senor Washed,2,0,0,1,93215,3717.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46265.0,-119.86455981941307,8133.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,ttv_kingpurp458,1,1,0,0,48966,3712.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55161.0,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,baby slothy,2,0,1,0,55746,3707.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57662.0,-103.4896705750977,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,LemonSkynTV,2,0,0,0,47103,3704.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84491.0,,5634.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Wif3Line,2,0,1,0,63049,3702.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62889.0,30.58493060145406,9121.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Grizzleay,2,0,1,0,44087,3700.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43592.0,212.6436781609196,,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Splyffyy,3,0,0,0,54655,3696.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-127.44827586206895,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Vurbo Tirgin,3,0,0,0,68835,3690.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4230.0,-142.96784192173578,113.0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Ambytionz,2,0,1,0,63180,3730.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30469.0,-113.06456501970294,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,tidalwave13_ttv,2,0,1,0,65561,3687.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88693.0,,1733.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,kitchn_,3,0,0,0,54338,3686.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53935.0,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,TryHuraH,2,0,1,0,39886,3685.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,TheOGKing-,3,0,0,0,48297,3681.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60212.0,45.36044362292051,4212.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,GoldiloxLaFleur,1,0,0,1,81009,3673.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94848.0,-316.6379310344828,3239.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,ishmish-,1,0,2,0,68357,3673.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-313.39590443686006,2713.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,UchuujinTv,2,1,0,0,55557,3654.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45680.0,28.79659547639688,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Wash3dB0t,1,1,1,0,74823,3647.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84864.0,-110.1147342995169,5208.0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,GoodBoyJJuno,1,1,1,0,60584,3645.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70563.0,,12795.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,stewiecookie_,2,0,1,0,69318,3637.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94612.0,-101.11203780928552,940.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,ITzOZZYTtv,2,0,0,1,80353,3629.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95969.0,46.6092987413306,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,i-PearlSwishers,2,0,1,0,82067,3624.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104531.0,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,GeosEgo,3,0,0,0,82773,4908.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,LilY0gaPants,2,0,1,0,80254,4904.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,i am voudu,2,0,0,1,95543,4872.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36896.0,-108.05056553559548,1684.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,ExO POMSKYS,0,0,1,2,111543,4871.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135856.0,38.48767383059418,5193.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,three ttv,2,0,0,1,98347,4852.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.24945770065077,10.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Marderic,3,0,0,0,74387,4831.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82715.0,-185.59354590856705,7770.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PoTenTiaLFPS,2,0,1,0,69328,4797.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75157.0,38.47758081334723,3123.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Lrk_young_goat,1,1,1,0,167758,4789.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202511.0,14.897191028711854,10801.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,DroppedEmQuick,0,0,2,1,65671,4784.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072.0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Ttv_punstayztru,2,0,1,0,97405,4775.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25780.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,fwehz,2,0,1,0,69599,4765.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47366.0,43.85641969627244,5625.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Hoplons,3,0,0,0,109431,4758.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.0,126.84617435350572,4190.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Applzs,2,0,1,0,59413,4757.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,nurvoz,3,0,0,0,84658,4757.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43439.0,-192.669096800324,,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Loki_Beamin,1,1,1,0,70024,4753.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15542.0,26.594673231871084,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Atomix2112,1,0,1,0,92193,4747.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Tollis,1,1,1,0,188103,4741.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83750.0,69.24200379728347,219.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Snowmas15,2,0,0,1,44973,4723.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.37895866881375,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,exo throttie,0,0,2,0,57151,4720.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58033.0,,9080.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,zenandjuice,1,2,0,0,40675,4713.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,CV_GibbySitOnYou,1,0,2,0,62585,4703.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80502.0,28.05583726063353,11086.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,GageGotGame,2,0,1,0,81039,4702.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,TTV Webbita,0,0,2,0,70273,4695.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88763.0,,17534.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,xjonezymezz,2,0,1,0,61461,4674.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47132.0,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,TB AndyHaak,1,1,1,0,54894,4667.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.0,,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Tokenergy,3,0,0,0,77245,4805.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111749.0,-174.22044960116023,9456.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,ItzDiablos,3,0,0,0,71404,4659.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57719.0,2070.6666666666665,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,InstinctHits,2,0,1,0,108086,4650.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,CaIamiti,2,0,1,0,132241,4643.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Lakevionttv,2,1,0,0,71601,4642.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76787.0,,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,THEEL006,0,1,1,1,54940,4636.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14001.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Kozcuro,1,1,0,1,52694,4629.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50866.0,,,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,ChoppasOut--,2,0,0,0,70801,4616.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72275.0,,67.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,blamboozleTV,1,0,1,0,84393,4603.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77295.0,,16525.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Smerk A Berl,2,0,1,0,66756,4598.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74661.0,64.28072137564658,7576.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,OGPreSsure,1,1,1,0,60910,4598.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21758.0,126.98149682408174,20705.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,LoudDankPower,2,1,0,0,84567,4592.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24036.0,86.12153038259565,,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Predtrail,2,0,1,0,88228,4591.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Phillyboi95,1,2,0,0,52708,4587.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60833.0,,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,DesolationFPSTV,2,1,0,0,75604,4581.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,xRYAN1394x,2,0,1,0,53408,4580.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65001.0,,187.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,MrDudzyyTTV,3,0,0,0,72799,4580.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9012.0,1387.878787878788,5313.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,IconicOnTwitch,3,0,0,0,73789,4700.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53620.0,-101.27127774186596,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,xUltra_Gaming,2,0,1,0,68257,4542.0,,,,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-105.48072457036692,,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
