,name,Kills,Matches_Won,Headshots,WLRatio,Revives,Game,BANGALORE,LOBA,LIFELINE,PATHFINDER,BLOODHOUND,HORIZON,MAD MAGGIE,FUSE,RAMPART,WATTSON,BALLISTIC,SEER,CAUSTIC,VANTAGE,CRYPTO,NEWCASTLE,GIBRALTAR,CATALYST,CONDUIT,REVENANT,VALKYRIE,MIRAGE,OCTANE,ASH,WRAITH
325,danoskrrrt,55589,5569.0,28597.0,,11264.0,Apex,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
326,Brianking89-,116231,5492.0,83696.0,357.0871261378413,0.0,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
327,Tabby2Freshh,65179,5483.0,86099.0,,9793.0,Apex,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
328,Hirudescent,81102,5478.0,117239.0,,3103.0,Apex,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
329,AweiRe,94124,5450.0,70116.0,,,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
330,weird_philosophy,58534,5410.0,,-361.3894455577822,,Apex,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
331,STEPFlNDER,77596,5399.0,84963.0,,,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
332,Henney47,91963,5380.0,122635.0,35.733262486716264,13448.0,Apex,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
333,Pcassoo,64802,5372.0,57900.0,,5296.0,Apex,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
334,sageee_o,91897,5367.0,95704.0,63.62774155305275,648.0,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
335,GRAYSON Jiller,72203,5363.0,,,521.0,Apex,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
336,savior,764,,153.0,,106.0,Apex,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
337,rVxidz,75654,5353.0,106773.0,201.16497557309282,2667.0,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
338,XParmeSean,100406,7939.0,81852.0,-134.6506105834464,6117.0,Apex,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
339,FTX_ImperialHa1,139135,7827.0,78281.0,,,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
340,lildib tv,109863,7780.0,140585.0,,8986.0,Apex,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
341,EternalO2O,130686,7712.0,95490.0,90.30444964871195,,Apex,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
342,crustytoestv,154434,7681.0,156650.0,,10129.0,Apex,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
343,CaliTommygunz,89929,7631.0,138167.0,,16000.0,Apex,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
344,FukSzn8Man,179342,7543.0,199476.0,27.157515751575158,,Apex,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
345,sneakeezeTTV,96012,7413.0,104256.0,40.03996975261964,4703.0,Apex,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
346,kog bamboozled,79007,7384.0,81328.0,36.55083655083655,10102.0,Apex,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
347,Synical Syns,110738,7382.0,132737.0,-128.96575821104125,19901.0,Apex,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
348,FowkeTV,59889,7354.0,84890.0,54.285081567874805,9063.0,Apex,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
349,Bharbiez,108360,7310.0,26027.0,,,Apex,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
350,ttv_toxic_menace,95187,7275.0,131562.0,470.873786407767,5246.0,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
351,theturkishgiant,90228,7236.0,115818.0,-229.78723404255322,17072.0,Apex,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
352,AzayChe,126879,7215.0,182444.0,28.996865203761757,22106.0,Apex,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
353,ovoelitee,73060,7211.0,63232.0,-100.11106483409691,3738.0,Apex,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
354,Dosbien22,83530,7152.0,119765.0,,26330.0,Apex,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
355,spiritual so,127710,7118.0,141521.0,71.62406922922118,12231.0,Apex,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
356,Pacparker,128073,7111.0,161212.0,39.66421240517626,8971.0,Apex,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
357,DarkGoddessTV_,74624,7081.0,89840.0,-1587.6681614349775,10503.0,Apex,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
358,Nerf R400,62222,7077.0,,205.6072051133062,,Apex,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
359,SackOfDatDank420,93397,7048.0,104156.0,-112.2829377090967,19356.0,Apex,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
360,Zmetagame,33493,7005.0,140717.0,-103.56298048492016,10758.0,Apex,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
361,Xikor_,135337,6911.0,145916.0,,,Apex,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
362,LenoraTV,66569,6895.0,82474.0,,17920.0,Apex,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
363,LPixelated,137384,6868.0,153729.0,-102.020202020202,11797.0,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
364,Fat_Goddess,91371,6850.0,101677.0,,,Apex,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
365,Lil Drywall,66579,6847.0,71950.0,188.25955457794885,2663.0,Apex,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
366,Bluu_Bluuu,78118,6804.0,87820.0,69.5136902329383,7044.0,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
367,Rogue_NRG,78814,6795.0,37896.0,,1865.0,Apex,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
368,Kotigami,104383,6789.0,,114.17759838546921,470.0,Apex,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
369,DoryuuZ,153955,6757.0,80879.0,,,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
370,Beenito,89372,6742.0,87391.0,,,Apex,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
371,blushy_owo,141511,6727.0,164028.0,,9672.0,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
372,nicksxn,97696,6691.0,128302.0,1477.0419426048566,10.0,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
373,Jtolerance,144340,6659.0,38048.0,47.220252446461494,,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
374,Pilly we,67727,6645.0,68250.0,-131.24629666205806,7063.0,Apex,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
375,Stelly,109164,6638.0,97607.0,,,Apex,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
376,Nasty_BeastTV,80910,6624.0,21105.0,1259.315589353612,1968.0,Apex,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
377,HeadShootzTV,100051,6554.0,43085.0,,,Apex,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
378,YungChanTV,92189,6518.0,102402.0,53.364990993941376,8214.0,Apex,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
379,Mrkeltv,14239,6506.0,729.0,,,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
380,oSyrpto,135757,6485.0,164727.0,25.92030057156561,5927.0,Apex,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
381,Draynilla,122031,6470.0,16195.0,,,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
382,guttadactyl,156633,6402.0,135446.0,-168.74011597258828,17940.0,Apex,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
383,OpTic_Dropped,105519,6382.0,33166.0,,,Apex,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
384,MezzyTheGod,99429,6377.0,,-129.6138211382114,,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
385,CLUMSYBOMB072,161307,6370.0,243.0,,,Apex,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
386,GoodPosture--,105029,6349.0,130849.0,,,Apex,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
387,oevol99o,124556,6334.0,133204.0,157.05430200843045,9408.0,Apex,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
388,Bloodwars2003,123208,6278.0,125777.0,48.329484218629716,24631.0,Apex,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
389,Uv_SleepyJoe,110795,6257.0,88700.0,44.357011200907415,12462.0,Apex,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
390,Abrasive,74801,6249.0,26776.0,,8.0,Apex,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
391,The7thHero_Fenix,73551,6249.0,57496.0,-101.46127618119824,,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
392,CladColt FB,45937,6235.0,41260.0,,3738.0,Apex,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
393,ImPrxblem-,174564,6215.0,209479.0,36.11482363879365,4130.0,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
394,Phase4dayz,167013,6208.0,162697.0,,5369.0,Apex,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
395,6ainzz-Twitch,144238,6201.0,148893.0,1190.21113243762,1602.0,Apex,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
396,Rokkstar,72266,3466.0,119039.0,23.53021045485404,,Apex,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
397,Kookookachoo_19,47778,3465.0,11531.0,,1072.0,Apex,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
398,usa zones,39189,3465.0,,-100.9027373325568,,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
399,Argo_LSY,37040,3462.0,,,,Apex,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
400,THEgamingyoshi,87005,3459.0,89782.0,66.3024726854514,,Apex,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
401,girlw5head,62431,3457.0,52089.0,-152.22369000440335,7333.0,Apex,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
402,whositaliun,57498,3456.0,69464.0,,,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
403,ANE Blood,58950,3455.0,42645.0,-191.41274238227146,6076.0,Apex,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
404,hova trix,40287,3444.0,332.0,,,Apex,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
405,h8rnypotato4,60024,3443.0,103077.0,12.488211824446863,14.0,Apex,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
406,TTV-father_frag,60446,3441.0,,,,Apex,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
407,Runsett,55418,3438.0,12082.0,-123.2258064516129,,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
408,StxrmyX,64926,3437.0,76923.0,-101.26694166175605,5565.0,Apex,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
409,Hes Tokyo,51434,3439.0,30980.0,,5112.0,Apex,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
410,l7redd,97797,3436.0,82658.0,108.83750395945518,,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
411,vs_imzorotv,38634,3429.0,10135.0,,,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
412,FumaPumaTTV,53870,3427.0,,,,Apex,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
413,Eww,42409,3421.0,,-129.73075464543044,,Apex,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
414,zFlowingTv,76793,3442.0,116786.0,,,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
415,NativeMaMbaFB,39847,3418.0,42424.0,,,Apex,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
416,iTz Valyrian,57892,3421.0,80284.0,,,Apex,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
417,AntiCoreTv,54920,3414.0,36910.0,-215.80278128950695,329.0,Apex,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
418,JOANSgotDABS,61791,3413.0,60465.0,,17919.0,Apex,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
419,Thorxe-,44906,3411.0,58174.0,62.41537053979872,0.0,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
420,kingelephant69,54714,3406.0,,,6365.0,Apex,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
421,Guyyyy_TTV,70465,3398.0,,23.23101114377521,6450.0,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
422,XpectoPatr0num,64675,3458.0,59758.0,-100.5232558139535,,Apex,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
423,L l L N U B B Y,37390,3387.0,5467.0,-329.4747081712062,53.0,Apex,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
424,Pixildeath,46883,3384.0,41911.0,339.7590361445783,,Apex,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
425,Smoki iq,73546,3377.0,58073.0,,5824.0,Apex,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
426,VoidedSandyTV,64809,3367.0,75951.0,-194.73684210526315,350.0,Apex,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
427,Xero2Phier,35026,3364.0,,1468.995633187773,,Apex,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
428,FADEDxMACx928,47579,3364.0,,,,Apex,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
429,Valkyojin,46614,3370.0,,,,Apex,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
430,nephilim4000bc,69263,3354.0,644.0,,2009.0,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
431,ItzJustttAce_TTV,63991,3354.0,71152.0,32.808373275946394,472.0,Apex,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
432,byecaii,59543,3349.0,93729.0,,,Apex,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
433,brostealth,50021,3340.0,77346.0,26.415691236950334,8325.0,Apex,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
434,FrostyDevilDogg,29812,3330.0,,,2814.0,Apex,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
435,Stxnna_TV,47685,3330.0,37457.0,,,Apex,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
436,DrGnarz,89493,3328.0,2349.0,,2328.0,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
437,Gxnthr,76858,3327.0,84076.0,,4807.0,Apex,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
438,SHEESH stick,54369,3331.0,85199.0,-129.35922330097088,22.0,Apex,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
439,MysTic Sabotage,46518,3325.0,51675.0,,,Apex,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
440,kdfps,41106,3320.0,,,,Apex,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
441,TG_Cook,99887,3634.0,115226.0,49.678742310321255,3437.0,Apex,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
442,Zakivory,60048,3318.0,31564.0,-236.15658362989325,,Apex,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
443,dayv1dr,51814,3312.0,55958.0,-100.57698147585788,3119.0,Apex,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
444,TcF_ryKonTTV,58385,3310.0,57870.0,,,Apex,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
445,ajmarshawn,45960,3339.0,25142.0,-112.95669824086603,,Apex,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
446,Bullygingerz,52925,3299.0,39471.0,,2850.0,Apex,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
447,Nessies R301,33686,3300.0,49708.0,,4235.0,Apex,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
448,Jogodka,62830,3292.0,,90.61381778144784,,Apex,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
449,ruthlezzthegod,79540,3290.0,73281.0,20.36521200866605,,Apex,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
450,GetBoozledBishTV,40341,3284.0,40277.0,55.426160337552744,5836.0,Apex,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
451,ZaddyOctane,70162,3282.0,87251.0,189.38257357184074,4998.0,Apex,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
452,Myntzy,63858,3282.0,39860.0,21.05871029836381,9101.0,Apex,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
453,VietnammmVET,36074,3287.0,,,,Apex,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
454,rolllllled,50224,3622.0,64720.0,,12066.0,Apex,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
455,BlurrFlavorztv,68649,3612.0,,-100.0,,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
456,peachyiee,70214,3611.0,74010.0,-103.91366906474819,16202.0,Apex,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
457,LaughingPrince,80898,3610.0,31684.0,,7.0,Apex,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
458,Shh Daddyz Home,43247,3608.0,,70.59283897476033,,Apex,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
459,Fourami_Twitch,74788,3605.0,17158.0,-175.7679180887372,54.0,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
460,infectedjello,77712,3602.0,43600.0,,,Apex,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
461,Sykqs,90212,3591.0,121116.0,59.10138248847926,5256.0,Apex,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
462,yaaygo,65967,3584.0,39112.0,-125.62215212057484,,Apex,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
463,LOON3Y GOONS,94555,3577.0,10831.0,33.4361562908955,,Apex,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
464,xA1danx_TTV,82802,3575.0,85756.0,16.703265897304117,,Apex,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
465,x-Katu,60724,3573.0,2310.0,-129.644412191582,2197.0,Apex,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
466,theiiremiix,39140,3569.0,62350.0,,24833.0,Apex,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
467,TRASHF1NDER,57412,3565.0,,,721.0,Apex,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
468,nL Simply,69076,3555.0,76847.0,37.03125,869.0,Apex,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
469,Stuhni,63268,3555.0,,,,Apex,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
470,PiDanPiDanii,48793,3551.0,50644.0,-104.59499263622976,59.0,Apex,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
471,OTM TpullinP,85476,3548.0,130081.0,11.793644462172583,15389.0,Apex,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
472,TooSickAndNsane,59876,3546.0,38899.0,-122.82646345687564,5378.0,Apex,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
473,Kopachy,72769,3543.0,81992.0,117.74675972083747,,Apex,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
474,AbmMeech,52284,3542.0,,,4019.0,Apex,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
475,Kixcey,87327,3541.0,121651.0,,6953.0,Apex,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
476,xastrox23,43147,3541.0,,-112.02151217968996,,Apex,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
477,lowkeyvibe,46622,3537.0,,-100.85543199315654,219.0,Apex,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
478,ERIKSONTHEGOD_,49971,3530.0,34757.0,,,Apex,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
479,AstroMike--,58086,3529.0,,,,Apex,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
480,guiiing,68855,3523.0,,-144.74116680361544,,Apex,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
481,TermK47,131053,3517.0,103881.0,,,Apex,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
482,triiiagus,85281,3517.0,58795.0,32.08941605839416,,Apex,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
483,skillfullybroke,47941,3513.0,55934.0,-103.5061873895109,5262.0,Apex,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
484,WERKz OG,52617,3513.0,4364.0,,,Apex,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
485,Apex omniman,45680,3512.0,1289.0,,,Apex,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
486,Dingeldorf_,74392,3508.0,71903.0,58.819584171696846,6023.0,Apex,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
487,iPRODIGY 84,55831,3506.0,41101.0,,1473.0,Apex,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
