,name,Kills,Wins,Matches Played,Revives,Headshots,BANGALORE,LOBA,LIFELINE,PATHFINDER,BLOODHOUND,HORIZON,MAD MAGGIE,FUSE,RAMPART,WATTSON,BALLISTIC,SEER,CAUSTIC,VANTAGE,CRYPTO,NEWCASTLE,GIBRALTAR,CATALYST,CONDUIT,REVENANT,VALKYRIE,MIRAGE,OCTANE,ASH,WRAITH
349,Bharbiez,108360,7310.0,,,26027.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
350,ttv_toxic_menace,95187,7275.0,8820.0,5246.0,131562.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
351,theturkishgiant,90228,7236.0,4087.0,17072.0,115818.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
352,AzayChe,126879,7215.0,32097.0,22106.0,182444.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
353,ovoelitee,73060,7211.0,8.0,3738.0,63232.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
354,Dosbien22,83530,7152.0,,26330.0,119765.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
355,spiritual so,127710,7118.0,17056.0,12231.0,141521.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
356,Pacparker,128073,7111.0,25039.0,8971.0,161212.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
357,DarkGoddessTV_,74624,7081.0,6635.0,10503.0,89840.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
358,Nerf R400,62222,7077.0,10519.0,,,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
359,SackOfDatDank420,93397,7048.0,771.0,19356.0,104156.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
360,Zmetagame,33493,7005.0,241.0,10758.0,140717.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
361,Xikor_,135337,6911.0,,,145916.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
362,LenoraTV,66569,6895.0,,17920.0,82474.0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
363,LPixelated,137384,6868.0,136.0,11797.0,153729.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
364,Fat_Goddess,91371,6850.0,,,101677.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
365,Lil Drywall,66579,6847.0,10484.0,2663.0,71950.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
366,Bluu_Bluuu,78118,6804.0,16592.0,7044.0,87820.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
367,Rogue_NRG,78814,6795.0,,1865.0,37896.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
368,Kotigami,104383,6789.0,12735.0,470.0,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
369,DoryuuZ,153955,6757.0,,,80879.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
370,Beenito,89372,6742.0,,,87391.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
371,blushy_owo,141511,6727.0,,9672.0,164028.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
372,nicksxn,97696,6691.0,7144.0,10.0,128302.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
373,Jtolerance,144340,6659.0,20761.0,,38048.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
374,Pilly we,67727,6645.0,1582.0,7063.0,68250.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
375,Stelly,109164,6638.0,,,97607.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
376,Nasty_BeastTV,80910,6624.0,7150.0,1968.0,21105.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
377,HeadShootzTV,100051,6554.0,,,43085.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
378,YungChanTV,92189,6518.0,18732.0,8214.0,102402.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
379,Mrkeltv,14239,6506.0,,,729.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
380,oSyrpto,135757,6485.0,31504.0,5927.0,164727.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
381,Draynilla,122031,6470.0,,,16195.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
382,guttadactyl,156633,6402.0,2608.0,17940.0,135446.0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
383,OpTic_Dropped,105519,6382.0,,,33166.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
384,MezzyTheGod,99429,6377.0,1457.0,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
385,CLUMSYBOMB072,161307,6370.0,,,243.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
386,GoodPosture--,105029,6349.0,,,130849.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
387,oevol99o,124556,6334.0,10367.0,9408.0,133204.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
388,Bloodwars2003,123208,6278.0,19268.0,24631.0,125777.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
389,Uv_SleepyJoe,110795,6257.0,20363.0,12462.0,88700.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
390,Abrasive,74801,6249.0,,8.0,26776.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
391,The7thHero_Fenix,73551,6249.0,90.0,,57496.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
392,CladColt FB,45937,6235.0,,3738.0,41260.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
393,ImPrxblem-,174564,6215.0,23424.0,4130.0,209479.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
394,Phase4dayz,167013,6208.0,,5369.0,162697.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
395,6ainzz-Twitch,144238,6201.0,6722.0,1602.0,148893.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
396,Rokkstar,72266,3466.0,18196.0,,119039.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
397,Kookookachoo_19,47778,3465.0,,1072.0,11531.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
398,usa zones,39189,3465.0,31.0,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
399,Argo_LSY,37040,3462.0,,,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
400,THEgamingyoshi,87005,3459.0,8676.0,,89782.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
401,girlw5head,62431,3457.0,1186.0,7333.0,52089.0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
402,whositaliun,57498,3456.0,,,69464.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
403,ANE Blood,58950,3455.0,1650.0,6076.0,42645.0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
404,hova trix,40287,3444.0,,,332.0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
405,h8rnypotato4,60024,3443.0,31013.0,14.0,103077.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
406,TTV-father_frag,60446,3441.0,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
407,Runsett,55418,3438.0,648.0,,12082.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
408,StxrmyX,64926,3437.0,43.0,5565.0,76923.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
409,Hes Tokyo,51434,3439.0,,5112.0,30980.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
410,l7redd,97797,3436.0,6593.0,,82658.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
411,vs_imzorotv,38634,3429.0,,,10135.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
412,FumaPumaTTV,53870,3427.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
413,Eww,42409,3421.0,784.0,,,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
414,zFlowingTv,76793,3442.0,,,116786.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
415,NativeMaMbaFB,39847,3418.0,,,42424.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
416,iTz Valyrian,57892,3421.0,,,80284.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
417,AntiCoreTv,54920,3414.0,1832.0,329.0,36910.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
418,JOANSgotDABS,61791,3413.0,,17919.0,60465.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
419,Thorxe-,44906,3411.0,8876.0,0.0,58174.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
420,kingelephant69,54714,3406.0,,6365.0,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
421,Guyyyy_TTV,70465,3398.0,18025.0,6450.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
422,XpectoPatr0num,64675,3458.0,18.0,,59758.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
423,L l L N U B B Y,37390,3387.0,2359.0,53.0,5467.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
424,Pixildeath,46883,3384.0,4380.0,,41911.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
425,Smoki iq,73546,3377.0,,5824.0,58073.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
426,VoidedSandyTV,64809,3367.0,1638.0,350.0,75951.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
427,Xero2Phier,35026,3364.0,3593.0,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
428,FADEDxMACx928,47579,3364.0,,,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
429,Valkyojin,46614,3370.0,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
430,nephilim4000bc,69263,3354.0,,2009.0,644.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
431,ItzJustttAce_TTV,63991,3354.0,13577.0,472.0,71152.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
432,byecaii,59543,3349.0,,,93729.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
433,brostealth,50021,3340.0,15984.0,8325.0,77346.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
434,FrostyDevilDogg,29812,3330.0,,2814.0,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
435,Stxnna_TV,47685,3330.0,,,37457.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
436,DrGnarz,89493,3328.0,,2328.0,2349.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
437,Gxnthr,76858,3327.0,,4807.0,84076.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
438,SHEESH stick,54369,3331.0,756.0,22.0,85199.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
439,MysTic Sabotage,46518,3325.0,,,51675.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
440,kdfps,41106,3320.0,,,,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
441,TG_Cook,99887,3634.0,10949.0,3437.0,115226.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
442,Zakivory,60048,3318.0,1913.0,,31564.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
443,dayv1dr,51814,3312.0,19.0,3119.0,55958.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
444,TcF_ryKonTTV,58385,3310.0,,,57870.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
445,ajmarshawn,45960,3339.0,383.0,,25142.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
446,Bullygingerz,52925,3299.0,,2850.0,39471.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
447,Nessies R301,33686,3300.0,,4235.0,49708.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
448,Jogodka,62830,3292.0,6925.0,,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
449,ruthlezzthegod,79540,3290.0,19445.0,,73281.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
450,GetBoozledBishTV,40341,3284.0,9209.0,5836.0,40277.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
451,ZaddyOctane,70162,3282.0,5015.0,4998.0,87251.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
452,Myntzy,63858,3282.0,18867.0,9101.0,39860.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
453,VietnammmVET,36074,3287.0,,,,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
454,rolllllled,50224,3622.0,,12066.0,64720.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
455,BlurrFlavorztv,68649,3612.0,0.0,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
456,peachyiee,70214,3611.0,136.0,16202.0,74010.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
457,LaughingPrince,80898,3610.0,,7.0,31684.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
458,Shh Daddyz Home,43247,3608.0,8719.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
459,Fourami_Twitch,74788,3605.0,1554.0,54.0,17158.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
460,infectedjello,77712,3602.0,,,43600.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
461,Sykqs,90212,3591.0,9667.0,5256.0,121116.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
462,yaaygo,65967,3584.0,731.0,,39112.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
463,LOON3Y GOONS,94555,3577.0,14275.0,,10831.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
464,xA1danx_TTV,82802,3575.0,24978.0,,85756.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
465,x-Katu,60724,3573.0,817.0,2197.0,2310.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
466,theiiremiix,39140,3569.0,,24833.0,62350.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
467,TRASHF1NDER,57412,3565.0,,721.0,,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
468,nL Simply,69076,3555.0,13155.0,869.0,76847.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
469,Stuhni,63268,3555.0,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
470,PiDanPiDanii,48793,3551.0,156.0,59.0,50644.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
471,OTM TpullinP,85476,3548.0,33632.0,15389.0,130081.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
472,TooSickAndNsane,59876,3546.0,659.0,5378.0,38899.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
473,Kopachy,72769,3543.0,6552.0,,81992.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
474,AbmMeech,52284,3542.0,,4019.0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
475,Kixcey,87327,3541.0,,6953.0,121651.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
476,xastrox23,43147,3541.0,380.0,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
477,lowkeyvibe,46622,3537.0,30.0,219.0,,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
478,ERIKSONTHEGOD_,49971,3530.0,,,34757.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
479,AstroMike--,58086,3529.0,,,,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
480,guiiing,68855,3523.0,1089.0,,,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
481,TermK47,131053,3517.0,,,103881.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
482,triiiagus,85281,3517.0,14477.0,,58795.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
483,skillfullybroke,47941,3513.0,119.0,5262.0,55934.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
484,WERKz OG,52617,3513.0,,,4364.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
485,Apex omniman,45680,3512.0,,,1289.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
486,Dingeldorf_,74392,3508.0,9472.0,6023.0,71903.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
487,iPRODIGY 84,55831,3506.0,,1473.0,41101.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
488,NBN Chaotic,42710,3506.0,6074.0,1940.0,81554.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
489,Xcute Slays,77580,3502.0,871.0,4302.0,11872.0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
490,vahvy,95945,3490.0,6343.0,4885.0,96624.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
491,DomIlusion,72278,3481.0,3504.0,367.0,724.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
492,i got noregs,45988,3477.0,,11774.0,63904.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
493,Pumas4290,30471,3476.0,46.0,,,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
494,KunoichiBearTV,54176,3473.0,,9097.0,36431.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
495,dr k noizwtr,42863,3275.0,,,49320.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
496,Stankiniii,49582,3273.0,1410.0,1157.0,5377.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
497,THCnECCHI,68885,3269.0,,,16644.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
498,shortflanker,52131,3270.0,8690.0,2428.0,44322.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
499,Nicksxn,69463,3266.0,,,76104.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
500,naruto94king_ttv,79178,3265.0,1257.0,12037.0,62103.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
501,Cynaqul,79547,3264.0,706.0,932.0,84315.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
502,Im Farro,49112,3263.0,,,52301.0,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503,tonycooper1,94581,3256.0,,5335.0,63884.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
504,mattsit,71304,3256.0,,,16104.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
505,AZT3CA_MEXICANO5,41878,3253.0,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
506,DogeIsACat,48284,3252.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
507,The 4 for 4,41797,3249.0,99.0,,18837.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
508,Rizzutii,79014,3245.0,18438.0,,3763.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
509,iSangAPEX,65577,3245.0,,,7719.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
510,iScarfaceTTV,126143,3238.0,19916.0,,45362.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
511,Kobrah_fb,46191,3237.0,826.0,69.0,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
512,illusivewraith,58359,3235.0,,4214.0,40935.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
513,Awons,59909,3231.0,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
514,Rayshwnn,54335,3231.0,,,73682.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
515,Anxzyatee,65798,3230.0,11301.0,,64505.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
516,YooKarter,45274,3226.0,,,31548.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
517,mozambiquethere,35998,3224.0,7025.0,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
518,GregisWashedUp,67999,3219.0,985.0,9044.0,55700.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
519,YoNelsonn,74032,3204.0,,,55493.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
520,titanium il,22130,3203.0,5022.0,,,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521,Awkwardtechbro,53986,3220.0,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
522,A Lethal Legacy,35666,3197.0,,4291.0,9838.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
523,PingMeATurbo,63809,3194.0,15254.0,3189.0,62922.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
524,ohp ghost,47284,3189.0,,,56913.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
